,SalesID,Product Name,Product Category,Sales Date,Sales Amount,Quantity Sold,Region,Customer ID,Customer Segment,SalesRep ID,Discount Applied,Cost Of Goods Sold,Sales Channel,Inventory Status,Return Status,Customer Feedback,Customer assessment of Sales Rep,Sentiment,Total Amount
460,461,Mountaineering Boots,Sports & Outdoors,2023-08-19,150.0,5.0,North America,CUST1034,Retail,REP004,0.0,120,Wholesale,Out of Stock,No Return,I love it,Negative,Positive,750.0
461,462,Wool Scarf,Fashion,2024-06-18,52.0,1.0,Asia Pacific,CUST1008,Wholesale,REP004,0.0,40,Retail,Out of Stock,Returned,Would buy again,Positive,Positive,52.0
462,463,Wireless Speaker,Electronics,2023-11-28,65.0,1.0,Europe,CUST1067,Retail,REP006,0.0,50,Retail,Out of Stock,No Return,Do not recommend,Negative,Negative,65.0
463,464,Anthology,Books & Media,2024-05-01,32.0,1.0,Asia Pacific,CUST1074,Online Direct,REP007,0.0,25,Marketplace,Out of Stock,Pending Return,Fantastic experience,Positive,Positive,32.0
464,465,Ski Gloves,Sports & Outdoors,2024-04-28,38.0,2.0,Middle East & Africa,CUST1035,Wholesale,REP009,0.0,30,Wholesale,Low Stock,No Return,Would buy again,Positive,Positive,76.0
465,466,Wall Art,Home Décor,2023-05-17,105.0,4.0,Asia Pacific,CUST1064,Retail,REP003,0.0,80,Marketplace,Low Stock,Pending Return,Do not recommend,Neutral,Negative,420.0
466,467,Anthology,Books & Media,2023-09-01,32.0,4.0,North America,CUST1072,Wholesale,REP006,0.0,25,Wholesale,Low Stock,Pending Return,Will return,Positive,Negative,128.0
467,468,Camping Chair,Sports & Outdoors,2023-08-07,52.0,3.0,North America,CUST1015,Online Direct,REP010,0.0,40,Wholesale,In Stock,Pending Return,Not recommended,Negative,Negative,156.0
468,469,Smart Scale,Electronics,2023-12-04,50.0,4.0,Europe,CUST1073,Wholesale,REP009,0.1,40,Wholesale,Out of Stock,Pending Return,Nice experience,Neutral,Negative,200.0
469,470,Self-Help Book,Books & Media,2023-04-11,32.0,3.0,Europe,CUST1053,Wholesale,REP004,0.125,25,Online Direct,Low Stock,Returned,Won't buy again,Neutral,Negative,96.0
470,471,Sunglasses,Fashion,2023-09-05,30.0,1.0,North America,CUST1031,Retail,REP009,0.0,30,Online Direct,In Stock,No Return,Not recommended,Positive,Negative,30.0
471,472,Portable Charger,Electronics,2023-09-15,20.0,4.0,Asia Pacific,CUST1087,Retail,REP002,0.0,15,Marketplace,In Stock,Pending Return,Great product,Negative,Positive,80.0
472,473,Coffee Maker,Home Appliances,2023-09-16,80.0,4.0,Asia Pacific,CUST1020,Wholesale,REP004,0.05,70,Marketplace,In Stock,No Return,Great product,Positive,Positive,320.0
473,474,Bicycle Helmet,Sports & Outdoors,2024-07-08,35.0,5.0,Middle East & Africa,CUST1069,Subscription,REP002,0.0,25,Online Direct,Low Stock,No Return,Too expensive,Negative,Negative,175.0
474,475,Classic Novel,Books & Media,2023-07-21,20.0,2.0,North America,CUST1022,Retail,REP005,0.0,15,Online Direct,Low Stock,Pending Return,Returning this item,Positive,Negative,40.0
475,476,Shampoo,Health & Beauty,2024-05-23,15.0,4.0,Latin America,CUST1042,Retail,REP004,0.1,10,Wholesale,In Stock,Pending Return,Terrible support,Positive,Negative,60.0
476,477,Bluetooth Headphones,Electronics,2023-06-13,60.0,4.0,Latin America,CUST1074,Online Direct,REP008,0.0,50,Retail,In Stock,Returned,Very satisfied,Neutral,Positive,240.0
477,478,Belt,Fashion,2024-01-07,25.0,4.0,North America,CUST1045,Wholesale,REP006,0.1,15,Online Direct,Out of Stock,Pending Return,Too expensive,Positive,Negative,100.0
478,479,Wall Mirror,Home Décor,2023-04-19,35.0,2.0,North America,CUST1045,Subscription,REP004,0.0,25,Online Direct,Out of Stock,No Return,Nice experience,Negative,Negative,70.0
479,480,Hiking Backpack,Sports & Outdoors,2023-09-21,90.0,4.0,Latin America,CUST1039,Online Direct,REP007,0.05,70,Retail,In Stock,Returned,Quick shipping,Neutral,Positive,360.0
480,481,Smart TV,Electronics,2023-07-30,500.0,3.0,Middle East & Africa,CUST1080,Wholesale,REP002,0.0,350,Marketplace,Out of Stock,Returned,Not worth the money,Neutral,Negative,1500.0
481,482,Baby Monitor,Baby Products,2023-07-30,60.0,2.0,Middle East & Africa,CUST1036,Retail,REP008,0.0,40,Marketplace,Out of Stock,Returned,Not worth the money,Positive,Negative,120.0
482,483,Science Fiction Book,Books & Media,2023-05-07,25.0,5.0,Latin America,CUST1042,Online Direct,REP008,0.05,15,Marketplace,In Stock,Returned,Top notch,Negative,Positive,125.0
483,484,Dress,Fashion,2023-12-09,70.0,4.0,Latin America,CUST1007,Retail,REP009,0.1,40,Online Direct,Out of Stock,Pending Return,Quick shipping,Positive,Positive,280.0
484,485,Facial Cleanser,Health & Beauty,2024-04-07,15.0,2.0,Latin America,CUST1052,Wholesale,REP010,0.0,10,Online Direct,Low Stock,No Return,I love it,Negative,Positive,30.0
485,486,Fishing Rod,Sports & Outdoors,2024-03-25,50.0,3.0,Middle East & Africa,CUST1045,Subscription,REP003,0.0,35,Retail,Low Stock,Pending Return,Satisfied with my purchase,Positive,Positive,150.0
486,487,Toaster,Home Appliances,2024-08-17,25.0,3.0,Asia Pacific,CUST1065,Online Direct,REP007,0.1,15,Marketplace,In Stock,Returned,Very satisfied,Positive,Positive,75.0
487,488,E-Reader,Electronics,2023-12-22,60.0,3.0,Latin America,CUST1035,Retail,REP003,0.0,45,Wholesale,Out of Stock,Returned,Excellent quality,Neutral,Positive,180.0
488,489,Leather Wallet,Fashion,2024-01-12,40.0,1.0,Middle East & Africa,CUST1051,Wholesale,REP001,0.05,25,Marketplace,Out of Stock,No Return,Satisfied with my purchase,Positive,Positive,40.0
489,490,Biography Book,Books & Media,2024-05-27,25.0,5.0,Middle East & Africa,CUST1010,Retail,REP010,0.0,15,Marketplace,Out of Stock,Returned,Mislabelled,Negative,Negative,125.0
490,491,Tent,Sports & Outdoors,2023-09-25,150.0,1.0,Europe,CUST1024,Online Direct,REP002,0.1,100,Retail,Low Stock,Pending Return,Poor packaging,Neutral,Negative,150.0
491,492,Body Lotion,Health & Beauty,2024-07-17,25.0,2.0,Europe,CUST1047,Retail,REP008,0.0,15,Marketplace,Out of Stock,No Return,Would buy again,Neutral,Positive,50.0
492,493,Mini Fridge,Electronics,2024-02-29,80.0,5.0,Europe,CUST1030,Subscription,REP003,0.05,60,Marketplace,In Stock,Pending Return,Could be better,Positive,Negative,400.0
493,494,High-Heeled Shoes,Fashion,2023-05-30,80.0,5.0,Europe,CUST1039,Wholesale,REP005,0.1,50,Online Direct,Out of Stock,Returned,Poor packaging,Negative,Negative,400.0
494,495,Vase,Home Décor,2023-10-22,30.0,4.0,Latin America,CUST1046,Online Direct,REP001,0.0,20,Marketplace,Out of Stock,No Return,Great product,Positive,Positive,120.0
495,496,Educational Book,Books & Media,2023-05-18,25.0,4.0,Middle East & Africa,CUST1011,Retail,REP010,0.0,15,Online Direct,In Stock,Returned,Very fast service,Negative,Positive,100.0
496,497,Tablet,Electronics,2024-05-30,250.0,3.0,Middle East & Africa,CUST1035,Online Direct,REP006,0.15,180,Marketplace,In Stock,Returned,Fast delivery,Positive,Positive,750.0
497,498,Climbing Gear,Sports & Outdoors,2023-07-20,70.0,2.0,Europe,CUST1008,Subscription,REP002,0.0,50,Marketplace,Low Stock,No Return,Exceeds expectations,Positive,Positive,140.0
498,499,Hand Cream,Health & Beauty,2024-02-16,15.0,1.0,Latin America,CUST1002,Retail,REP007,0.05,10,Marketplace,In Stock,No Return,Not recommended,Neutral,Negative,15.0
499,500,Jacket,Fashion,2023-09-19,100.0,4.0,Europe,CUST1041,Wholesale,REP010,0.0,70,Retail,Low Stock,No Return,Exceeds expectations,Positive,Positive,400.0
500,501,Cookbook,Books & Media,2023-02-08,30.0,5.0,Europe,CUST1081,Online Direct,REP002,0.1,20,Marketplace,Out of Stock,No Return,Do not recommend,Negative,Negative,150.0
501,502,Gaming Console,Electronics,2023-01-18,300.0,5.0,Latin America,CUST1087,Retail,REP001,0.05,200,Online Direct,Low Stock,No Return,Terrible support,Neutral,Negative,1500.0
502,503,Running Shoes,Sports & Outdoors,2024-01-22,60.0,5.0,North America,CUST1087,Online Direct,REP008,0.05,40,Online Direct,Out of Stock,No Return,Damaged on arrival,Neutral,Negative,300.0
503,504,Blender,Home Appliances,2023-10-19,50.0,5.0,Middle East & Africa,CUST1010,Wholesale,REP003,0.0,30,Retail,In Stock,Pending Return,Not worth the money,Positive,Negative,250.0
504,505,Conditioner,Health & Beauty,2024-04-30,15.0,1.0,Latin America,CUST1012,Subscription,REP008,0.0,10,Retail,In Stock,Pending Return,Too expensive,Negative,Negative,15.0
505,506,Graphic Novel,Books & Media,2023-03-02,20.0,3.0,Asia Pacific,CUST1075,Retail,REP001,0.0,12,Retail,Low Stock,No Return,Nice experience,Positive,Negative,60.0
506,507,Wireless Mouse,Electronics,2024-03-02,25.0,3.0,Latin America,CUST1089,Online Direct,REP010,0.1,15,Retail,In Stock,Pending Return,I love it,Negative,Positive,75.0
507,508,Sweater,Fashion,2023-10-23,60.0,4.0,Europe,CUST1071,Retail,REP010,0.0,30,Marketplace,Low Stock,No Return,Damaged on arrival,Positive,Negative,240.0
508,509,Throw Blanket,Home Décor,2023-08-23,35.0,2.0,Asia Pacific,CUST1014,Wholesale,REP006,0.05,25,Retail,Low Stock,Pending Return,Very satisfied,Positive,Positive,70.0
509,510,Ski Jacket,Sports & Outdoors,2023-09-24,150.0,1.0,North America,CUST1094,Online Direct,REP006,0.0,100,Marketplace,Out of Stock,Pending Return,Good value for money,Neutral,Positive,150.0
510,511,Smartwatch,Electronics,2023-10-15,100.0,2.0,Latin America,CUST1039,Retail,REP003,0.05,70,Online Direct,Out of Stock,Returned,Would buy again,Positive,Positive,200.0
511,512,Face Serum,Health & Beauty,2024-04-16,25.0,1.0,Middle East & Africa,CUST1100,Wholesale,REP004,0.0,20,Marketplace,Out of Stock,Pending Return,Quick shipping,Negative,Positive,25.0
512,513,Historical Novel,Books & Media,2024-08-20,30.0,4.0,Latin America,CUST1039,Online Direct,REP001,0.0,20,Marketplace,Out of Stock,Returned,Great product,Neutral,Positive,120.0
513,514,Mountain Bike,Sports & Outdoors,2024-05-20,400.0,1.0,Latin America,CUST1028,Retail,REP003,0.0,300,Online Direct,Low Stock,Pending Return,Will shop again,Neutral,Positive,400.0
514,515,Soundbar,Electronics,2023-06-27,200.0,3.0,North America,CUST1045,Online Direct,REP009,0.1,150,Online Direct,Out of Stock,Pending Return,Not recommended,Positive,Negative,600.0
515,516,Travel Bag,Fashion,2023-07-25,40.0,5.0,Latin America,CUST1099,Wholesale,REP009,0.0,25,Retail,Out of Stock,Returned,Good value for money,Negative,Positive,200.0
516,517,Air Purifier,Home Appliances,2023-08-20,80.0,5.0,Asia Pacific,CUST1021,Retail,REP006,0.0,50,Wholesale,Out of Stock,Returned,Excellent quality,Positive,Positive,400.0
517,518,Hair Dryer,Health & Beauty,2023-12-12,50.0,3.0,Middle East & Africa,CUST1011,Subscription,REP004,0.05,30,Retail,In Stock,No Return,Satisfied with my purchase,Negative,Positive,150.0
518,519,Self-Help Book,Books & Media,2024-07-28,25.0,4.0,Asia Pacific,CUST1007,Online Direct,REP003,0.1,18,Online Direct,Low Stock,Pending Return,Very satisfied,Positive,Positive,100.0
519,520,Ice Skates,Sports & Outdoors,2023-09-06,60.0,5.0,Middle East & Africa,CUST1022,Retail,REP005,0.0,40,Online Direct,Low Stock,Pending Return,Delays in delivery,Positive,Negative,300.0
520,521,Dash Cam,Electronics,2024-02-13,70.0,4.0,Latin America,CUST1065,Wholesale,REP009,0.0,50,Online Direct,Low Stock,Returned,Too expensive,Neutral,Negative,280.0
521,522,Wool Coat,Fashion,2023-10-09,150.0,1.0,Latin America,CUST1073,Online Direct,REP005,0.1,100,Wholesale,Out of Stock,No Return,Will shop again,Positive,Positive,150.0
522,523,Graphic Novel,Books & Media,2023-02-15,20.0,5.0,North America,CUST1098,Retail,REP006,0.0,12,Online Direct,Out of Stock,Pending Return,Not worth the money,Negative,Negative,100.0
523,524,Candle Set,Home Décor,2023-03-12,25.0,4.0,Asia Pacific,CUST1053,Subscription,REP006,0.15,15,Marketplace,Out of Stock,No Return,Not worth the money,Neutral,Negative,100.0
524,525,Smart Speaker,Electronics,2023-07-04,120.0,2.0,North America,CUST1090,Wholesale,REP009,0.0,80,Retail,Out of Stock,Pending Return,Quick shipping,Neutral,Positive,240.0
525,526,Camping Chair,Sports & Outdoors,2024-02-20,35.0,4.0,Asia Pacific,CUST1005,Online Direct,REP010,0.0,25,Online Direct,Low Stock,Returned,Not as described,Positive,Negative,140.0
526,527,Lip Balm,Health & Beauty,2024-06-18,10.0,4.0,Middle East & Africa,CUST1028,Retail,REP008,0.0,5,Marketplace,Out of Stock,Pending Return,Poor packaging,Negative,Negative,40.0
527,528,Booklight,Books & Media,2024-06-12,20.0,4.0,Middle East & Africa,CUST1065,Subscription,REP001,0.05,12,Marketplace,Low Stock,Pending Return,Excellent quality,Positive,Positive,80.0
528,529,Cardigan,Fashion,2024-06-30,50.0,4.0,Middle East & Africa,CUST1022,Retail,REP001,0.1,40,Online Direct,In Stock,Pending Return,Delays in delivery,Negative,Negative,200.0
529,530,Dishwasher,Home Appliances,2023-02-25,250.0,1.0,Latin America,CUST1079,Wholesale,REP010,0.0,200,Retail,Low Stock,Returned,Could be better,Positive,Negative,250.0
530,531,Running Jacket,Sports & Outdoors,2023-05-21,60.0,1.0,Europe,CUST1096,Online Direct,REP001,0.0,50,Wholesale,In Stock,No Return,Perfect fit,Positive,Positive,60.0
531,532,External Hard Drive,Electronics,2024-01-12,90.0,3.0,Latin America,CUST1092,Subscription,REP008,0.05,70,Retail,Low Stock,Pending Return,Satisfied with my purchase,Neutral,Positive,270.0
532,533,Toothpaste,Health & Beauty,2023-04-16,5.0,3.0,North America,CUST1037,Retail,REP008,0.0,3,Online Direct,Low Stock,No Return,Exceeds expectations,Positive,Positive,15.0
533,534,Casual Shoes,Fashion,2024-03-04,40.0,1.0,Asia Pacific,CUST1063,Wholesale,REP001,0.0,30,Online Direct,Out of Stock,Pending Return,Not as described,Negative,Negative,40.0
534,535,Table Lamp,Home Décor,2024-02-22,35.0,2.0,Latin America,CUST1036,Online Direct,REP005,0.1,25,Online Direct,Low Stock,No Return,Excellent quality,Neutral,Positive,70.0
535,536,Golf Clubs,Sports & Outdoors,2024-06-17,120.0,1.0,Middle East & Africa,CUST1019,Retail,REP002,0.0,100,Marketplace,Low Stock,Returned,Color not as shown,Neutral,Negative,120.0
536,537,Keyboard,Electronics,2024-03-23,50.0,4.0,Latin America,CUST1054,Wholesale,REP006,0.0,40,Marketplace,Out of Stock,No Return,Poor packaging,Positive,Negative,200.0
537,538,Nail Polish,Health & Beauty,2023-10-23,10.0,1.0,Asia Pacific,CUST1071,Online Direct,REP010,0.0,7,Retail,In Stock,No Return,Damaged on arrival,Negative,Negative,10.0
538,539,Children’s Book,Books & Media,2024-03-11,15.0,3.0,Asia Pacific,CUST1066,Subscription,REP005,0.05,10,Online Direct,Low Stock,Returned,Could be better,Positive,Negative,45.0
539,540,Evening Gown,Fashion,2023-08-07,100.0,1.0,Latin America,CUST1051,Retail,REP004,0.1,80,Retail,Out of Stock,No Return,Perfect fit,Negative,Positive,100.0
540,541,Ski Poles,Sports & Outdoors,2024-01-07,35.0,4.0,North America,CUST1069,Wholesale,REP008,0.05,30,Online Direct,Low Stock,Returned,Missing accessories,Positive,Negative,140.0
541,542,Camera Lens,Electronics,2023-12-16,200.0,1.0,Middle East & Africa,CUST1052,Online Direct,REP006,0.0,150,Online Direct,In Stock,No Return,Exceeds expectations,Positive,Positive,200.0
542,543,Vacuum Cleaner,Home Appliances,2023-01-05,120.0,1.0,Asia Pacific,CUST1098,Retail,REP003,0.1,100,Retail,Out of Stock,No Return,Fast delivery,Neutral,Positive,120.0
543,544,Bathrobe,Health & Beauty,2024-01-06,50.0,4.0,Asia Pacific,CUST1006,Subscription,REP001,0.0,40,Marketplace,Out of Stock,No Return,Good value for money,Positive,Positive,200.0
544,545,Mystery Novel,Books & Media,2023-11-08,20.0,4.0,Middle East & Africa,CUST1061,Wholesale,REP002,0.05,15,Online Direct,In Stock,Pending Return,Fast delivery,Negative,Positive,80.0
545,546,Tennis Racket,Sports & Outdoors,2023-10-31,50.0,4.0,North America,CUST1030,Online Direct,REP001,0.0,40,Online Direct,In Stock,Returned,Item as described,Neutral,Positive,200.0
546,547,Portable Speaker,Electronics,2023-01-11,70.0,3.0,North America,CUST1059,Retail,REP002,0.0,60,Wholesale,In Stock,Returned,Damaged on arrival,Neutral,Negative,210.0
547,548,Rug,Home Décor,2024-08-26,100.0,2.0,Middle East & Africa,CUST1026,Retail,REP009,0.1,80,Marketplace,Out of Stock,No Return,Could be better,Positive,Negative,200.0
548,549,Face Mask,Health & Beauty,2023-08-14,7.0,1.0,Middle East & Africa,CUST1070,Wholesale,REP005,0.0,5,Retail,Out of Stock,No Return,Will shop again,Negative,Positive,7.0
549,550,Recipe Book,Books & Media,2024-05-23,15.0,5.0,North America,CUST1050,Subscription,REP007,0.0,12,Wholesale,Low Stock,Returned,Terrible support,Positive,Negative,75.0
550,551,Sleeping Bag,Sports & Outdoors,2024-02-21,50.0,5.0,Asia Pacific,CUST1022,Retail,REP008,0.0,40,Retail,In Stock,Pending Return,Arrived late,Negative,Negative,250.0
551,552,Smart Home Hub,Electronics,2023-06-23,70.0,3.0,North America,CUST1047,Retail,REP010,0.1,60,Online Direct,In Stock,Pending Return,Good value for money,Positive,Positive,210.0
552,553,Shorts,Fashion,2023-05-24,25.0,2.0,Middle East & Africa,CUST1099,Online Direct,REP001,0.0,20,Marketplace,Low Stock,No Return,Color not as shown,Positive,Negative,50.0
553,554,Coffee Grinder,Home Appliances,2023-10-10,35.0,3.0,North America,CUST1001,Wholesale,REP001,0.05,30,Marketplace,Out of Stock,Pending Return,Terrible support,Neutral,Negative,105.0
554,555,Perfume,Health & Beauty,2024-04-08,30.0,1.0,Asia Pacific,CUST1035,Subscription,REP003,0.0,25,Retail,In Stock,Returned,Delays in delivery,Positive,Negative,30.0
555,556,Travel Guide,Books & Media,2024-04-08,20.0,2.0,Middle East & Africa,CUST1095,Online Direct,REP002,0.05,15,Wholesale,Out of Stock,Pending Return,I love it,Negative,Positive,40.0
556,557,Sandals,Fashion,2024-01-22,25.0,2.0,Europe,CUST1092,Wholesale,REP009,0.1,20,Wholesale,In Stock,Pending Return,Missing accessories,Neutral,Negative,50.0
557,558,Mirror,Home Décor,2023-03-27,40.0,2.0,Middle East & Africa,CUST1100,Retail,REP002,0.0,30,Marketplace,In Stock,Returned,Fast delivery,Neutral,Positive,80.0
558,559,Basketball,Sports & Outdoors,2023-10-25,30.0,4.0,Asia Pacific,CUST1076,Online Direct,REP004,0.0,25,Online Direct,Out of Stock,Pending Return,Fantastic experience,Positive,Positive,120.0
559,560,Power Bank,Electronics,2023-06-20,30.0,3.0,Asia Pacific,CUST1046,Retail,REP003,0.0,20,Retail,In Stock,No Return,Will shop again,Negative,Positive,90.0
560,561,Deodorant,Health & Beauty,2023-07-19,8.0,4.0,Europe,CUST1085,Wholesale,REP002,0.0,5,Wholesale,In Stock,No Return,Not as described,Positive,Negative,32.0
561,562,Novel,Books & Media,2023-06-30,25.0,5.0,Europe,CUST1052,Subscription,REP002,0.05,15,Retail,Out of Stock,Returned,Would buy again,Negative,Positive,125.0
562,563,Pajamas,Fashion,2024-07-08,40.0,1.0,Latin America,CUST1068,Online Direct,REP008,0.05,30,Marketplace,Low Stock,Returned,Item as described,Positive,Positive,40.0
563,564,Golf Ball,Sports & Outdoors,2023-07-25,15.0,3.0,Latin America,CUST1025,Retail,REP001,0.0,10,Wholesale,Low Stock,No Return,Will return,Positive,Negative,45.0
564,565,Wireless Charger,Electronics,2024-07-18,30.0,1.0,Middle East & Africa,CUST1050,Wholesale,REP003,0.0,20,Retail,Low Stock,Pending Return,Delays in delivery,Neutral,Negative,30.0
565,566,Hairbrush,Health & Beauty,2023-06-17,10.0,4.0,Middle East & Africa,CUST1049,Retail,REP004,0.05,8,Online Direct,Out of Stock,Returned,Perfect fit,Positive,Positive,40.0
566,567,Comic Book,Books & Media,2023-03-23,15.0,4.0,Latin America,CUST1061,Online Direct,REP001,0.0,10,Marketplace,Low Stock,Pending Return,Not recommended,Negative,Negative,60.0
567,568,Skirt,Fashion,2023-05-08,35.0,2.0,North America,CUST1057,Retail,REP005,0.0,25,Retail,In Stock,Pending Return,Arrived late,Neutral,Negative,70.0
568,569,Cushion,Home Décor,2023-04-28,30.0,4.0,North America,CUST1043,Subscription,REP006,0.05,20,Wholesale,Low Stock,Returned,Terrible support,Neutral,Negative,120.0
569,570,Treadmill,Sports & Outdoors,2024-07-09,400.0,3.0,North America,CUST1059,Wholesale,REP003,0.0,300,Wholesale,Low Stock,Pending Return,Won't buy again,Positive,Negative,1200.0
570,571,TV Stand,Electronics,2024-02-11,35.0,2.0,North America,CUST1088,Online Direct,REP003,0.0,25,Marketplace,In Stock,Returned,Not as described,Negative,Negative,70.0
